Age,Annual Income,Gender,Home Owner,Marital Status,Monthly Billed Amount,Uses Voice Service
42,125365,Male,Yes,Married,74,No
12,14465,Female,Yes,Married,16,No
12,14465,Female,Yes,Married,16,No
64,16436,Female,Yes,Single,9,No
64,16436,Female,Yes,Single,9,No
34,155535,Male,Yes,Single,71,No
34,155535,Male,Yes,Single,71,No
34,155535,Male,Yes,Single,71,No
18,157506,Female,Yes,Single,64,No
18,157506,Female,Yes,Single,64,No
55,46606,Male,Yes,Single,6,No
55,46606,Male,Yes,Single,6,No
40,48577,Male,Yes,Married,118,No
40,48577,Male,Yes,Married,118,No
40,48577,Male,Yes,Married,118,No
77,187677,Female,Yes,Married,60,No
77,187677,Female,Yes,Married,60,No
61,189648,Female,No,Single,53,No
61,189648,Female,No,Single,53,No
31,78747,Male,Yes,Married,115,Yes
31,78747,Male,Yes,Married,115,Yes
15,80718,Female,Yes,Single,107,No
15,80718,Female,Yes,Single,107,No
53,219818,Male,Yes,Single,50,No
53,219818,Male,Yes,Single,50,No
37,221789,Male,Yes,Married,42,No
37,221789,Male,Yes,Married,42,No
74,110889,Female,No,Married,104,No
74,110889,Female,No,Married,104,No
59,112860,Female,Yes,Married,97,No
59,112860,Female,Yes,Married,97,No
28,1959,Male,Yes,Married,39,No
28,1959,Male,Yes,Married,39,No
12,3930,Female,Yes,Single,31,Yes
12,3930,Female,Yes,Single,31,Yes
50,143030,Male,Yes,Single,93,No
50,143030,Male,Yes,Single,93,No
34,145001,Male,Yes,Married,86,No
34,145001,Male,Yes,Married,86,No
34,145001,Male,Yes,Married,86,No
72,34100,Female,Yes,Single,28,No
72,34100,Female,Yes,Single,28,No
56,36071,Female,Yes,Married,21,No
56,36071,Female,Yes,Married,21,No
25,175171,Male,Yes,Married,83,No
25,175171,Male,Yes,Married,83,No
77,177142,Female,No,Single,75,No
77,177142,Female,No,Single,75,No
47,66242,Male,Yes,Single,17,No
47,66242,Male,Yes,Single,17,No
31,68213,Male,Yes,Single,10,No
31,68213,Male,Yes,Single,10,No
69,207312,Female,Yes,Single,72,No
69,207312,Female,Yes,Single,72,No
53,209283,Male,Yes,Married,64,No
53,209283,Male,Yes,Married,64,No
23,98383,Female,No,Married,6,No
23,98383,Female,No,Married,6,No
75,100354,Female,No,Single,119,No
75,100354,Female,No,Single,119,No
44,239454,Male,Yes,Single,61,No
44,239454,Male,Yes,Single,61,No
28,241425,Male,Yes,Single,54,No
28,241425,Male,Yes,Single,54,No
66,130524,Female,Yes,Single,116,Yes
66,130524,Female,Yes,Single,116,Yes
50,132495,Male,Yes,Married,108,No
50,132495,Male,Yes,Married,108,No
20,21595,Female,Yes,Married,50,No
20,21595,Female,Yes,Married,50,No
72,23566,Female,Yes,Single,43,No
72,23566,Female,Yes,Single,43,No
72,23566,Female,Yes,Single,43,No
41,162665,Male,Yes,Married,105,No
41,162665,Male,Yes,Married,105,No
26,164637,Male,No,Single,97,No
26,164637,Male,No,Single,97,No
26,164637,Male,No,Single,97,No
63,53736,Female,Yes,Single,40,No
63,53736,Female,Yes,Single,40,No
47,55707,Male,Yes,Married,32,Yes
47,55707,Male,Yes,Married,32,Yes
17,194807,Female,Yes,Married,94,No
17,194807,Female,Yes,Married,94,No
17,194807,Female,Yes,Married,94,No
69,196778,Female,Yes,Married,87,No
69,196778,Female,Yes,Married,87,No
39,85877,Male,No,Married,29,No
39,85877,Male,No,Married,29,No
23,87848,Male,No,Single,21,No
23,87848,Male,No,Single,21,No
23,87848,Male,No,Single,21,No
60,226948,Female,Yes,Single,83,No
60,226948,Female,Yes,Single,83,No
45,228919,Male,Yes,Married,76,No
45,228919,Male,Yes,Married,76,No
66,119990,Female,Yes,Married,11,No
66,119990,Female,Yes,Married,11,No
20,11060,Male,Yes,Single,65,No
20,11060,Male,Yes,Single,65,No
58,150160,Female,Yes,Single,7,No
58,150160,Female,Yes,Single,7,No
42,152131,Male,Yes,Single,0,No
42,152131,Male,Yes,Single,0,No
79,41231,Female,Yes,Single,62,No
79,41231,Female,Yes,Single,62,No
63,43202,Female,Yes,Married,54,No
63,43202,Female,Yes,Married,54,No
33,182301,Male,Yes,Married,116,Yes
33,182301,Male,Yes,Married,116,Yes
55,73372,Female,No,Married,51,No
55,73372,Female,No,Married,51,No
77,214442,Female,Yes,Single,106,No
77,214442,Female,Yes,Single,106,No
61,216413,Female,Yes,Married,98,No
61,216413,Female,Yes,Married,98,No
30,105513,Male,Yes,Married,40,No
30,105513,Male,Yes,Married,40,No
14,107484,Female,Yes,Married,33,Yes
14,107484,Female,Yes,Married,33,Yes
52,246584,Male,No,Married,95,No
52,246584,Male,No,Married,95,No
36,248555,Male,Yes,Single,87,No
36,248555,Male,Yes,Single,87,No
74,137654,Female,Yes,Single,30,No
74,137654,Female,Yes,Single,30,No
58,139625,Female,Yes,Married,22,No
58,139625,Female,Yes,Married,22,No
28,28725,Male,Yes,Single,84,No
28,28725,Male,Yes,Single,84,No
28,28725,Male,Yes,Single,84,No
12,30696,Female,Yes,Married,77,No
12,30696,Female,Yes,Married,77,No
49,169796,Male,Yes,Married,19,No
49,169796,Male,Yes,Married,19,No
33,171767,Male,Yes,Single,11,No
33,171767,Male,Yes,Single,11,No
33,171767,Male,Yes,Single,11,No
71,60866,Female,Yes,Single,73,No
71,60866,Female,Yes,Single,73,No
55,62837,Female,No,Single,66,No
55,62837,Female,No,Single,66,No
25,201937,Male,Yes,Single,8,No
25,201937,Male,Yes,Single,8,No
77,203908,Female,Yes,Married,0,No
77,203908,Female,Yes,Married,0,No
46,93007,Male,Yes,Married,63,No
46,93007,Male,Yes,Married,63,No
68,234078,Female,No,Married,117,Yes
68,234078,Female,No,Married,117,Yes
52,236049,Female,Yes,Single,110,No
52,236049,Female,Yes,Single,110,No
22,125149,Male,Yes,Single,52,No
22,125149,Male,Yes,Single,52,No
74,127120,Female,Yes,Married,44,No
74,127120,Female,Yes,Married,44,No
44,16219,Male,Yes,Married,106,No
44,16219,Male,Yes,Married,106,No
44,16219,Male,Yes,Married,106,No
28,18190,Male,Yes,Married,99,No
28,18190,Male,Yes,Married,99,No
65,157290,Female,Yes,Married,41,No
65,157290,Female,Yes,Married,41,No
50,159261,Female,Yes,Single,34,Yes
50,159261,Female,Yes,Single,34,Yes
19,48361,Male,Yes,Single,96,No
19,48361,Male,Yes,Single,96,No
41,189431,Male,Yes,Single,30,No
41,189431,Male,Yes,Single,30,No
25,191402,Male,Yes,Married,23,No
25,191402,Male,Yes,Married,23,No
25,191402,Male,Yes,Married,23,No
63,80502,Female,Yes,Married,85,No
63,80502,Female,Yes,Married,85,No
47,82473,Male,Yes,Single,77,No
47,82473,Male,Yes,Single,77,No
16,221573,Female,No,Single,19,No
16,221573,Female,No,Single,19,No
16,221573,Female,No,Single,19,No
68,223544,Female,Yes,Single,12,No
68,223544,Female,Yes,Single,12,No
60,3714,Female,Yes,Married,9,No
60,3714,Female,Yes,Married,9,No
44,5685,Male,Yes,Single,1,No
44,5685,Male,Yes,Single,1,No
44,5685,Male,Yes,Single,1,No
66,146755,Female,Yes,Single,56,No
66,146755,Female,Yes,Single,56,No
35,35855,Male,Yes,Single,118,Yes
35,35855,Male,Yes,Single,118,Yes
19,37826,Male,No,Married,110,No
19,37826,Male,No,Married,110,No
57,176926,Female,Yes,Married,53,No
57,176926,Female,Yes,Married,53,No
41,178897,Male,Yes,Single,45,No
41,178897,Male,Yes,Single,45,No
79,67996,Female,Yes,Married,107,No
79,67996,Female,Yes,Married,107,No
79,67996,Female,Yes,Married,107,No
63,69967,Female,Yes,Single,100,No
63,69967,Female,Yes,Single,100,No
17,211038,Male,No,Married,34,Yes
17,211038,Male,No,Married,34,Yes
54,100138,Female,Yes,Married,96,No
54,100138,Female,Yes,Married,96,No
54,100138,Female,Yes,Married,96,No
38,102109,Male,Yes,Married,89,No
38,102109,Male,Yes,Married,89,No
76,241208,Female,Yes,Married,31,No
76,241208,Female,Yes,Married,31,No
60,243179,Female,Yes,Single,24,No
60,243179,Female,Yes,Single,24,No
30,132279,Male,Yes,Single,86,No
30,132279,Male,Yes,Single,86,No
51,23350,Female,Yes,Single,20,No
51,23350,Female,Yes,Single,20,No
36,25321,Male,No,Married,13,No
36,25321,Male,No,Married,13,No
73,164420,Female,Yes,Married,75,No
73,164420,Female,Yes,Married,75,No
73,164420,Female,Yes,Married,75,No
57,166391,Female,Yes,Single,67,No
57,166391,Female,Yes,Single,67,No
27,55491,Male,Yes,Single,9,No
27,55491,Male,Yes,Single,9,No
79,57462,Female,Yes,Single,2,No
79,57462,Female,Yes,Single,2,No
49,196561,Female,No,Single,64,Yes
49,196561,Female,No,Single,64,Yes
33,198532,Male,No,Married,57,No
33,198532,Male,No,Married,57,No
70,87632,Female,Yes,Married,119,No
70,87632,Female,Yes,Married,119,No
54,89603,Female,Yes,Single,111,No
54,89603,Female,Yes,Single,111,No
76,230674,Female,Yes,Single,46,No
76,230674,Female,Yes,Single,46,No
46,119773,Male,No,Single,108,No
46,119773,Male,No,Single,108,No
30,121744,Male,Yes,Married,100,No
30,121744,Male,Yes,Married,100,No
68,10844,Female,Yes,Married,43,No
68,10844,Female,Yes,Married,43,No
52,12815,Female,Yes,Married,35,Yes
52,12815,Female,Yes,Married,35,Yes
21,151915,Male,Yes,Married,97,No
21,151915,Male,Yes,Married,97,No
21,151915,Male,Yes,Married,97,No
73,153886,Female,Yes,Single,90,No
73,153886,Female,Yes,Single,90,No
43,42985,Male,Yes,Single,32,No
43,42985,Male,Yes,Single,32,No
27,44956,Male,Yes,Married,24,No
27,44956,Male,Yes,Married,24,No
65,184056,Female,No,Single,86,No
65,184056,Female,No,Single,86,No
49,186027,Female,No,Married,79,No
49,186027,Female,No,Married,79,No
71,77097,Female,Yes,Single,14,No
71,77097,Female,Yes,Single,14,No
40,216197,Male,Yes,Single,76,No
40,216197,Male,Yes,Single,76,No
24,218168,Male,Yes,Single,68,No
24,218168,Male,Yes,Single,68,No
62,107268,Female,No,Single,10,No
62,107268,Female,No,Single,10,No
46,109239,Female,Yes,Married,3,No
46,109239,Female,Yes,Married,3,No
46,109239,Female,Yes,Married,3,No
16,248338,Male,Yes,Married,65,Yes
16,248338,Male,Yes,Married,65,Yes
68,309,Female,Yes,Single,57,No
68,309,Female,Yes,Single,57,No
22,141380,Male,Yes,Single,112,No
22,141380,Male,Yes,Single,112,No
59,30480,Female,Yes,Single,54,No
59,30480,Female,Yes,Single,54,No
43,32451,Female,Yes,Married,47,No
43,32451,Female,Yes,Married,47,No
13,171550,Male,Yes,Married,109,No
13,171550,Male,Yes,Married,109,No
65,173521,Female,No,Married,101,No
65,173521,Female,No,Married,101,No
35,62621,Male,Yes,Married,43,No
35,62621,Male,Yes,Married,43,No
19,64592,Male,Yes,Single,36,Yes
19,64592,Male,Yes,Single,36,Yes
19,64592,Male,Yes,Single,36,Yes
56,203692,Female,Yes,Single,98,No
56,203692,Female,Yes,Single,98,No
41,205663,Male,Yes,Married,90,No
41,205663,Male,Yes,Married,90,No
41,205663,Male,Yes,Married,90,No
78,94762,Female,No,Married,33,No
78,94762,Female,No,Married,33,No
62,96733,Female,Yes,Married,25,No
62,96733,Female,Yes,Married,25,No
32,235833,Male,Yes,Married,87,No
32,235833,Male,Yes,Married,87,No
16,237804,Male,Yes,Single,80,No
16,237804,Male,Yes,Single,80,No
54,126903,Female,Yes,Single,22,No
54,126903,Female,Yes,Single,22,No
38,128874,Male,Yes,Single,14,No
38,128874,Male,Yes,Single,14,No
38,128874,Male,Yes,Single,14,No
75,17974,Female,Yes,Single,76,No
75,17974,Female,Yes,Single,76,No
75,17974,Female,Yes,Single,76,No
59,19945,Female,Yes,Married,69,No
59,19945,Female,Yes,Married,69,No
59,19945,Female,Yes,Married,69,No
29,159045,Male,Yes,Married,11,No
29,159045,Male,Yes,Married,11,No
13,161016,Male,No,Single,4,No
13,161016,Male,No,Single,4,No
51,50115,Female,Yes,Single,66,Yes
51,50115,Female,Yes,Single,66,Yes
35,52086,Male,Yes,Single,58,No
35,52086,Male,Yes,Single,58,No
73,191186,Female,Yes,Single,0,No
73,191186,Female,Yes,Single,0,No
57,193157,Female,Yes,Married,113,No
57,193157,Female,Yes,Married,113,No
26,82257,Male,No,Married,55,No
26,82257,Male,No,Married,55,No
78,84228,Male,Yes,Single,47,No
78,84228,Male,Yes,Single,47,No
48,223327,Female,Yes,Married,109,No
48,223327,Female,Yes,Married,109,No
32,225298,Male,Yes,Single,102,No
32,225298,Male,Yes,Single,102,No
70,114398,Female,Yes,Single,44,No
70,114398,Female,Yes,Single,44,No
54,116369,Female,Yes,Married,37,Yes
54,116369,Female,Yes,Married,37,Yes
45,146539,Female,Yes,Married,33,No
45,146539,Female,Yes,Married,33,No
29,148510,Male,No,Single,26,No
29,148510,Male,No,Single,26,No
29,148510,Male,No,Single,26,No
67,37610,Female,Yes,Single,88,No
67,37610,Female,Yes,Single,88,No
51,39581,Female,Yes,Married,80,No
51,39581,Female,Yes,Married,80,No
21,178680,Male,Yes,Single,23,No
21,178680,Male,Yes,Single,23,No
21,178680,Male,Yes,Single,23,No
73,180651,Female,Yes,Married,15,No
73,180651,Female,Yes,Married,15,No
73,180651,Female,Yes,Married,15,No
42,69751,Female,No,Married,77,No
42,69751,Female,No,Married,77,No
27,71722,Male,No,Single,70,No
27,71722,Male,No,Single,70,No
64,210822,Female,Yes,Single,12,No
64,210822,Female,Yes,Single,12,No
48,212793,Female,Yes,Single,4,No
48,212793,Female,Yes,Single,4,No
18,101892,Male,Yes,Single,66,Yes
18,101892,Male,Yes,Single,66,Yes
70,103863,Female,Yes,Married,59,No
70,103863,Female,Yes,Married,59,No
40,242963,Male,Yes,Married,1,No
40,242963,Male,Yes,Married,1,No
24,244934,Male,Yes,Single,113,No
24,244934,Male,Yes,Single,113,No
61,134034,Female,Yes,Married,56,No
61,134034,Female,Yes,Married,56,No
45,136005,Female,No,Single,48,No
45,136005,Female,No,Single,48,No
15,25104,Male,Yes,Single,110,No
15,25104,Male,Yes,Single,110,No
67,27075,Female,Yes,Married,103,No
67,27075,Female,Yes,Married,103,No
67,27075,Female,Yes,Married,103,No
37,166175,Male,Yes,Married,45,No
37,166175,Male,Yes,Married,45,No
21,168146,Male,Yes,Married,37,Yes
21,168146,Male,Yes,Married,37,Yes
21,168146,Male,Yes,Married,37,Yes
59,57245,Female,No,Married,99,No
59,57245,Female,No,Married,99,No
43,59216,Female,No,Single,92,No
43,59216,Female,No,Single,92,No
43,59216,Female,No,Single,92,No
12,198316,Male,Yes,Single,34,No
12,198316,Male,Yes,Single,34,No
64,200287,Female,Yes,Married,27,No
64,200287,Female,Yes,Married,27,No
18,91358,Male,Yes,Married,81,No
18,91358,Male,Yes,Married,81,No
18,91358,Male,Yes,Married,81,No
56,230457,Female,No,Married,23,No
56,230457,Female,No,Married,23,No
56,230457,Female,No,Married,23,No
40,232428,Female,Yes,Single,16,No
40,232428,Female,Yes,Single,16,No
78,121528,Male,Yes,Single,78,No
78,121528,Male,Yes,Single,78,No
62,123499,Female,Yes,Single,70,No
62,123499,Female,Yes,Single,70,No
31,12599,Male,Yes,Single,12,No
31,12599,Male,Yes,Single,12,No
15,14570,Male,Yes,Married,5,No
15,14570,Male,Yes,Married,5,No
53,153669,Female,Yes,Married,67,Yes
53,153669,Female,Yes,Married,67,Yes
37,155640,Female,Yes,Single,60,No
37,155640,Female,Yes,Single,60,No
75,44740,Male,No,Married,2,No
75,44740,Male,No,Married,2,No
59,46711,Female,No,Single,114,No
59,46711,Female,No,Single,114,No
59,46711,Female,No,Single,114,No
13,187782,Male,Yes,Married,49,No
13,187782,Male,Yes,Married,49,No
50,76881,Female,Yes,Married,111,No
50,76881,Female,Yes,Married,111,No
50,76881,Female,Yes,Married,111,No
34,78852,Male,Yes,Married,103,No
34,78852,Male,Yes,Married,103,No
72,217952,Female,No,Married,46,No
72,217952,Female,No,Married,46,No
56,219923,Female,Yes,Single,38,Yes
56,219923,Female,Yes,Single,38,Yes
26,109022,Male,Yes,Single,100,No
26,109022,Male,Yes,Single,100,No
78,110993,Male,Yes,Married,93,No
78,110993,Male,Yes,Married,93,No
47,93,Female,Yes,Married,35,No
47,93,Female,Yes,Married,35,No
32,2064,Male,Yes,Married,27,No
32,2064,Male,Yes,Married,27,No
69,141164,Female,Yes,Married,89,No
69,141164,Female,Yes,Married,89,No
53,143135,Female,Yes,Single,82,No
53,143135,Female,Yes,Single,82,No
23,32234,Male,Yes,Single,24,No
23,32234,Male,Yes,Single,24,No
75,34205,Male,No,Married,17,No
75,34205,Male,No,Married,17,No
45,173305,Female,Yes,Single,79,No
45,173305,Female,Yes,Single,79,No
45,173305,Female,Yes,Single,79,No
29,175276,Male,Yes,Married,71,No
29,175276,Male,Yes,Married,71,No
66,64376,Female,Yes,Married,13,No
66,64376,Female,Yes,Married,13,No
50,66347,Female,Yes,Single,6,No
50,66347,Female,Yes,Single,6,No
20,205446,Male,No,Single,68,Yes
20,205446,Male,No,Single,68,Yes
72,207417,Male,Yes,Single,60,No
72,207417,Male,Yes,Single,60,No
42,96517,Female,Yes,Single,2,No
42,96517,Female,Yes,Single,2,No
26,98488,Male,Yes,Married,115,No
26,98488,Male,Yes,Married,115,No
64,237587,Female,Yes,Married,57,No
64,237587,Female,Yes,Married,57,No
48,239558,Female,Yes,Single,50,No
48,239558,Female,Yes,Single,50,No
17,128658,Male,Yes,Married,112,No
17,128658,Male,Yes,Married,112,No
69,130629,Male,Yes,Single,104,No
69,130629,Male,Yes,Single,104,No
39,19729,Female,Yes,Single,46,No
39,19729,Female,Yes,Single,46,No
23,21700,Male,No,Married,39,Yes
23,21700,Male,No,Married,39,Yes
61,160799,Female,Yes,Married,101,No
61,160799,Female,Yes,Married,101,No
45,162770,Female,Yes,Married,93,No
45,162770,Female,Yes,Married,93,No
67,53841,Female,Yes,Single,28,No
67,53841,Female,Yes,Single,28,No
36,192941,Female,No,Single,90,No
36,192941,Female,No,Single,90,No
20,194912,Male,Yes,Married,83,No
20,194912,Male,Yes,Married,83,No
58,84011,Female,Yes,Single,25,No
58,84011,Female,Yes,Single,25,No
58,84011,Female,Yes,Single,25,No
42,85982,Female,Yes,Married,17,No
42,85982,Female,Yes,Married,17,No
42,85982,Female,Yes,Married,17,No
12,225082,Male,Yes,Married,79,No
12,225082,Male,Yes,Married,79,No
64,227053,Female,Yes,Single,72,No
64,227053,Female,Yes,Single,72,No
18,118124,Male,Yes,Single,7,No
18,118124,Male,Yes,Single,7,No
55,7223,Female,Yes,Single,69,Yes
55,7223,Female,Yes,Single,69,Yes
39,9194,Female,No,Married,61,No
39,9194,Female,No,Married,61,No
77,148294,Male,Yes,Married,3,No
77,148294,Male,Yes,Married,3,No
61,150265,Female,Yes,Single,116,No
61,150265,Female,Yes,Single,116,No
15,41335,Male,Yes,Single,50,No
15,41335,Male,Yes,Single,50,No
52,180435,Female,No,Single,112,No
52,180435,Female,No,Single,112,No
36,182406,Female,No,Married,105,No
36,182406,Female,No,Married,105,No
74,71506,Male,Yes,Married,47,No
74,71506,Male,Yes,Married,47,No
74,71506,Male,Yes,Married,47,No
58,73477,Female,Yes,Married,40,Yes
58,73477,Female,Yes,Married,40,Yes
58,73477,Female,Yes,Married,40,Yes
28,212576,Male,Yes,Married,102,No
28,212576,Male,Yes,Married,102,No
12,214547,Male,Yes,Single,94,No
12,214547,Male,Yes,Single,94,No
50,103647,Female,Yes,Single,36,No
50,103647,Female,Yes,Single,36,No
50,103647,Female,Yes,Single,36,No
34,105618,Female,Yes,Married,29,No
34,105618,Female,Yes,Married,29,No
71,244718,Male,Yes,Single,91,No
71,244718,Male,Yes,Single,91,No
55,246689,Female,No,Married,83,No
55,246689,Female,No,Married,83,No
25,135788,Male,Yes,Married,26,No
25,135788,Male,Yes,Married,26,No
77,137759,Male,Yes,Single,18,No
77,137759,Male,Yes,Single,18,No
47,26859,Female,Yes,Single,80,No
47,26859,Female,Yes,Single,80,No
31,28830,Female,Yes,Single,73,No
31,28830,Female,Yes,Single,73,No
31,28830,Female,Yes,Single,73,No
53,169900,Female,No,Married,7,No
53,169900,Female,No,Married,7,No
22,59000,Male,Yes,Married,69,Yes
22,59000,Male,Yes,Married,69,Yes
74,60971,Male,Yes,Single,62,No
74,60971,Male,Yes,Single,62,No
28,202042,Male,Yes,Single,117,No
28,202042,Male,Yes,Single,117,No
66,91141,Female,No,Single,59,No
66,91141,Female,No,Single,59,No
50,93112,Female,Yes,Married,51,No
50,93112,Female,Yes,Married,51,No
72,234183,Male,Yes,Single,106,No
72,234183,Male,Yes,Single,106,No
72,234183,Male,Yes,Single,106,No
41,123283,Female,Yes,Married,48,No
41,123283,Female,Yes,Married,48,No
63,14353,Female,Yes,Single,102,No
63,14353,Female,Yes,Single,102,No
47,16324,Female,Yes,Married,95,No
47,16324,Female,Yes,Married,95,No
17,155424,Male,No,Married,37,No
17,155424,Male,No,Married,37,No
69,157395,Male,No,Married,30,No
69,157395,Male,No,Married,30,No
38,46495,Female,Yes,Married,92,No
38,46495,Female,Yes,Married,92,No
38,46495,Female,Yes,Married,92,No
22,48466,Male,Yes,Single,84,No
22,48466,Male,Yes,Single,84,No
22,48466,Male,Yes,Single,84,No
60,187565,Female,Yes,Single,26,No
60,187565,Female,Yes,Single,26,No
44,189536,Female,Yes,Married,19,No
44,189536,Female,Yes,Married,19,No
14,78636,Male,No,Single,81,No
14,78636,Male,No,Single,81,No
66,80607,Male,Yes,Married,73,No
66,80607,Male,Yes,Married,73,No
20,221677,Male,Yes,Single,8,No
20,221677,Male,Yes,Single,8,No
57,110777,Female,Yes,Single,70,Yes
57,110777,Female,Yes,Single,70,Yes
57,110777,Female,Yes,Single,70,Yes
79,1848,Male,Yes,Single,5,No
79,1848,Male,Yes,Single,5,No
63,3819,Male,Yes,Married,117,No
63,3819,Male,Yes,Married,117,No
33,142918,Female,Yes,Married,59,No
33,142918,Female,Yes,Married,59,No
17,144889,Male,No,Single,52,No
17,144889,Male,No,Single,52,No
55,33989,Female,Yes,Married,114,No
55,33989,Female,Yes,Married,114,No
76,175060,Male,Yes,Single,49,No
76,175060,Male,Yes,Single,49,No
60,177031,Female,Yes,Married,41,Yes
30,66130,Female,No,Married,103,No
30,66130,Female,No,Married,103,No
14,68101,Male,Yes,Married,96,No
14,68101,Male,Yes,Married,96,No
52,207201,Female,Yes,Married,38,No
52,207201,Female,Yes,Married,38,No
36,209172,Female,Yes,Single,30,No
36,209172,Female,Yes,Single,30,No
73,98271,Male,Yes,Single,92,No
73,98271,Male,Yes,Single,92,No
73,98271,Male,Yes,Single,92,No
58,100243,Female,Yes,Married,85,No
58,100243,Female,Yes,Married,85,No
58,100243,Female,Yes,Married,85,No
27,239342,Male,Yes,Single,27,No
27,239342,Male,Yes,Single,27,No
79,241313,Male,Yes,Married,20,No
79,241313,Male,Yes,Married,20,No
49,130413,Female,Yes,Married,82,No
49,130413,Female,Yes,Married,82,No
49,130413,Female,Yes,Married,82,No
33,132384,Female,No,Single,74,No
33,132384,Female,No,Single,74,No
71,21483,Male,Yes,Single,16,No
71,21483,Male,Yes,Single,16,No
71,21483,Male,Yes,Single,16,No
55,23454,Female,Yes,Single,9,No
55,23454,Female,Yes,Single,9,No
24,162554,Male,Yes,Single,71,Yes
24,162554,Male,Yes,Single,71,Yes
77,164525,Male,Yes,Married,63,No
77,164525,Male,Yes,Married,63,No
46,53625,Female,No,Married,5,No
46,53625,Female,No,Married,5,No
30,55596,Female,Yes,Single,118,No
30,55596,Female,Yes,Single,118,No
30,55596,Female,Yes,Single,118,No
68,194695,Male,Yes,Married,60,No
68,194695,Male,Yes,Married,60,No
68,194695,Male,Yes,Married,60,No
22,85766,Male,Yes,Single,115,No
22,85766,Male,Yes,Single,115,No
74,87737,Male,Yes,Married,107,No
74,87737,Male,Yes,Married,107,No
43,226837,Female,Yes,Married,49,No
43,226837,Female,Yes,Married,49,No
27,228808,Female,Yes,Married,42,Yes
27,228808,Female,Yes,Married,42,Yes
27,228808,Female,Yes,Married,42,Yes
65,117907,Male,Yes,Married,104,No
65,117907,Male,Yes,Married,104,No
65,117907,Male,Yes,Married,104,No
49,119878,Female,No,Single,96,No
49,119878,Female,No,Single,96,No
19,8978,Male,Yes,Single,39,No
19,8978,Male,Yes,Single,39,No
19,8978,Male,Yes,Single,39,No
71,10949,Male,Yes,Married,31,No
71,10949,Male,Yes,Married,31,No
41,150048,Female,Yes,Single,93,No
41,150048,Female,Yes,Single,93,No
25,152019,Female,Yes,Married,86,No
25,152019,Female,Yes,Married,86,No
62,41119,Male,No,Married,28,No
62,41119,Male,No,Married,28,No
46,43090,Female,No,Single,20,No
46,43090,Female,No,Single,20,No
16,182190,Male,Yes,Single,82,No
16,182190,Male,Yes,Single,82,No
68,184161,Male,Yes,Single,75,No
68,184161,Male,Yes,Single,75,No
38,73260,Female,Yes,Single,17,No
38,73260,Female,Yes,Single,17,No
22,75231,Male,Yes,Married,10,No
22,75231,Male,Yes,Married,10,No
59,214331,Female,Yes,Married,72,Yes
59,214331,Female,Yes,Married,72,Yes
44,216302,Female,Yes,Single,64,No
44,216302,Female,Yes,Single,64,No
13,105402,Male,Yes,Single,6,No
13,105402,Male,Yes,Single,6,No
65,107373,Male,No,Single,119,No
65,107373,Male,No,Single,119,No
35,246472,Female,Yes,Single,61,No
35,246472,Female,Yes,Single,61,No
19,248443,Male,Yes,Married,53,No
19,248443,Male,Yes,Married,53,No
57,137543,Female,Yes,Married,115,No
57,137543,Female,Yes,Married,115,No
57,137543,Female,Yes,Married,115,No
41,139514,Female,Yes,Single,108,No
41,139514,Female,Yes,Single,108,No
78,28613,Male,No,Married,50,No
78,28613,Male,No,Married,50,No
78,28613,Male,No,Married,50,No
63,30585,Male,No,Single,43,No
63,30585,Male,No,Single,43,No
32,169684,Female,Yes,Single,105,No
32,169684,Female,Yes,Single,105,No
16,171655,Male,Yes,Married,97,No
16,171655,Male,Yes,Married,97,No
54,60755,Female,Yes,Married,39,No
54,60755,Female,Yes,Married,39,No
38,62726,Female,Yes,Married,32,No
38,62726,Female,Yes,Married,32,No
76,201825,Male,No,Married,94,No
76,201825,Male,No,Married,94,No
76,201825,Male,No,Married,94,No
29,92896,Female,Yes,Single,29,No
29,92896,Female,Yes,Single,29,No
51,233967,Female,Yes,Single,83,No
51,233967,Female,Yes,Single,83,No
35,235938,Female,Yes,Married,76,No
35,235938,Female,Yes,Married,76,No
73,125037,Male,Yes,Married,18,No
73,125037,Male,Yes,Married,18,No
57,127008,Male,Yes,Single,10,No
57,127008,Male,Yes,Single,10,No
57,127008,Male,Yes,Single,10,No
27,16108,Female,No,Single,72,Yes
79,18079,Male,No,Single,65,No
79,18079,Male,No,Single,65,No
48,157179,Female,Yes,Single,7,No
48,157179,Female,Yes,Single,7,No
32,159150,Female,Yes,Married,0,No
32,159150,Female,Yes,Married,0,No
70,48249,Male,Yes,Married,62,No
70,48249,Male,Yes,Married,62,No
54,50220,Male,Yes,Single,54,No
54,50220,Male,Yes,Single,54,No
24,189320,Female,No,Married,116,No
24,189320,Female,No,Married,116,No
76,191291,Male,Yes,Single,109,Yes
76,191291,Male,Yes,Single,109,Yes
46,80390,Female,Yes,Single,51,No
46,80390,Female,Yes,Single,51,No
30,82361,Female,Yes,Married,43,No
30,82361,Female,Yes,Married,43,No
67,221461,Male,Yes,Married,105,No
67,221461,Male,Yes,Married,105,No
51,223432,Female,Yes,Married,98,No
51,223432,Female,Yes,Married,98,No
21,112532,Male,Yes,Married,40,No
21,112532,Male,Yes,Married,40,No
73,114503,Male,Yes,Single,33,No
73,114503,Male,Yes,Single,33,No
43,3602,Female,Yes,Single,95,No
43,3602,Female,Yes,Single,95,No
27,5573,Female,No,Married,87,No
